object_id,norad_id,cospar_id,discos_name,object_class,mission,mass_kg,shape,length_m,height_m,depth_m,diameter_m,span_m,x_sect_max_m2,x_sect_min_m2,x_sect_avg_m2,destination_orbit_count,destination_orbit_id
900,900,1964-063C,Calsphere 1,Payload,Defense Calibration,0.99,Sphere,,,,0.36,0.36,0.10178760197630929,0.10178760197630929,0.10178760197630929,0,
902,902,1964-063E,Calsphere 2,Payload,Defense Calibration,9.71,Sphere,,0.36,0.36,,0.36,0.1018,0.1018,0.1018,0,
1361,1361,1965-034C,LCS 1,Payload,Defense Calibration,33.7,Sphere,,1.13,1.13,,1.13,1.0029,1.0029,1.0029,0,
1512,1512,1965-065E,Tempsat 1,Payload,Defense Calibration,8.92,Sphere,,0.36,0.36,,0.36,0.1018,0.1018,0.1018,0,
1520,1520,1965-065H,Calsphere 4,Payload,Defense Calibration,4.0,Sphere,,0.4,0.4,,0.4,0.1257,0.1257,0.1257,0,
2826,2826,1967-053A,OPS 5712 payload 160 (Calsphere IV),Payload,Defense Calibration,5.0,Sphere,,0.51,0.51,,0.51,0.2043,0.2043,0.2043,0,
2866,2866,1967-066E,LES 5,Payload,Defense Communications,102.0,Cyl,,1.7,,1.2,1.7,2.3325309709371878,1.1309733552923256,2.1676989309769574,0,
2872,2872,1967-053F,Surcal 159 (Calsphere III),Payload,Defense Calibration,3.0,Sphere,,0.4,0.4,,0.4,0.1257,0.1257,0.1257,0,
2874,2874,1967-053H,OPS 5712 payload 153 (NRL PL153),Payload,Defense Sigint,77.0,Ell + 1 Ant,,0.8,0.7,,18.0,2.53936220666823,0.38484510006474965,1.3989837709914554,0,
5203,5204,1971-039A,"OPS 3811 (DSP F2, DSP 3, DSP Block 1(PHASE I) F2)",Payload,Defense Early Warn,860.0,Cyl + 4 Pan,,6.9,,2.8,7.4,40.88591162685677,6.157521601035993,25.182519984023365,0,
5396,5398,1971-067E,Rigid Sphere 2 (LCS 4),Payload,Civil Science,38.0,Sphere,,1.0,1.0,,1.0,0.7854,0.7854,0.7854,0,
7528,7530,1974-089B,OSCAR 7,Payload,Amateur Communications,28.74,Cyl,,0.43,,0.42,0.43,0.2276200020544824,0.13854423602330987,0.21111502632123408,0,
7644,7646,1975-010A,Starlette,Payload,Civil Geodetic,46.58,Sphere,,0.26,0.26,,0.26,0.0531,0.0531,0.0531,0,
8818,8820,1976-039A,Lageos 1,Payload,Civil Geodetic,411.0,Sphere,,0.6,0.6,,0.6,0.2827,0.2827,0.2827,0,
13083,13086,1982-019A,"OPS 8701 (DSP F10, DSP 13, DSP Block 3(MOS/PIM) F10)",Payload,Defense Early Warn,811.69,Cyl + 4 Pan,,7.1,,3.0,7.5,44.04265722866011,7.0685834705770345,27.525272615654163,0,
14126,14129,1983-058B,OSCAR 10,Payload,Amateur Communications,89.2,Cyl + 3 Pan,,1.3,,0.4,1.3,0.5349685664053011,0.12566370614359174,0.47123889803846897,0,
14778,14781,1984-021B,UoSAT 2,Payload,Commercial Communications,59.46,Hex Poly,,0.36,0.36,,0.58,0.2244737846609265,0.1017876019763093,0.14809380098815467,0,
16905,16908,1986-061A,Ajisai,Payload,Civil Geodetic,678.89,Sphere,,2.15,2.15,,2.15,3.6305,3.6305,3.6305,0,
19545,19548,1988-091B,TDRS 3,Payload,Civil Communications,2247.77,Hex Cyl + 2 Pan,,1.3,,2.4,17.4,33.671884173236606,2.701999259807449,13.873414872174386,0,
19748,19751,1989-001C,Cosmos-1989,Payload,Defense Geodetic,1402.38,Sphere,,1.29,1.29,,1.29,1.307,1.307,1.307,0,
20023,20026,1989-039C,Cosmos-2024 (Etalon 2),Payload,Defense Geodetic,1402.38,Sphere,,1.29,1.29,,1.29,1.307,1.307,1.307,0,
20250,20253,1989-077A,USA 46 (FLTSATCOM F8),Payload,Defense Communications,1928.0,Hex Cyl + 1 Dish + 2 Pan,,1.3,,2.4,13.2,25.60778475437977,2.701999259807449,11.171414872174385,0,
20439,20442,1990-005G,LUsat,Payload,Amateur Communications,10.9,Box,,0.23,0.23,,0.23,0.09162548772039361,0.0529,0.07935,0,
20577,20580,1990-037B,Hubble Space Telescope,Payload,Civil Astronomy,11258.67,Cyl + 2 Pan,,13.1,,4.3,13.1,58.17179500174723,14.522012041218817,51.502484564787665,0,
20773,20776,1990-079A,Skynet 4C,Payload,Defense Communications,782.95,Hex Poly + 2 Pan,,1.9,1.4,,2.1,5.026143245463273,1.5393804002589986,3.04950085350374,0,
20926,20929,1990-095A,DSP 15,Payload,Defense Early Warn,2338.95,Cyl + 1 Pan,,10.0,,3.3,11.5,38.050489968048105,8.55298599939821,31.5284323918149,0,
21636,21639,1991-054B,TDRS 5,Payload,Civil Communications,2247.77,Hex Cyl + 2 Pan,,1.3,,2.4,17.4,33.671884173236606,2.701999259807449,13.873414872174386,0,
21802,21805,1991-080B,DSP 16,Payload,Defense Early Warn,2338.95,Cyl + 1 Pan,,10.0,,3.3,11.5,38.050489968048105,8.55298599939821,31.5284323918149,0,
22192,22195,1992-070B,LAGEOS 2,Payload,Civil Geodetic,405.0,Sphere,,0.6,0.6,,0.6,0.2827,0.2827,0.2827,0,
22311,22314,1993-003B,TDRS 6,Payload,Civil Communications,2511.4,Hex Cyl + 2 Pan,,1.3,,2.4,17.4,33.671884173236606,2.701999259807449,13.873414872174386,0,
22487,22490,1993-009B,SCD-1,Payload,Civil Communications,113.97,Oct Cyl,,0.72,,1.0,1.0,1.0091580649234293,0.6651932634081265,0.904617533199003,0,
22784,22787,1993-056A,USA 95 (UFO F2),Payload,Defense Communications,1267.59,Hex Poly + 2 Pan,,3.39,7.04,,18.31,123.43521087745626,18.743998408378143,58.81043193054599,0,
22821,22824,1993-061B,Stella,Payload,Civil Geodetic,47.57,Sphere,,0.24,0.24,,0.24,0.0452,0.0452,0.0452,0,
22822,22825,1993-061C,Eyesat 1,Payload,Commercial Communications,12.0,Box,,0.3,0.3,,0.3,0.15588457268119896,0.09,0.135,0,
22672,22675,1993-036A,Cosmos-2251,Payload,Defense Communications,900.0,Cyl,,3.0,,2.0,3.0,6.772710269979764,3.141592653589793,6.283185307179586,0,
22823,22826,1993-061D,HealthSat-II,Payload,Commercial Communications,50.0,Box + 1 Ant,,0.6,0.4,,6.5,1.0106952974174894,0.16000000000000003,0.5966666666666667,0,
22985,22988,1994-009A,USA 99 (Milstar DFS-1),Payload,Defense Communications,4500.0,Box + 1 Truss + 2 Dish + 2 Pan,,15.5,4.0,,35.0,188.32962483950456,16.0,103.19133333333333,0,
23436,23439,1994-085A,Radio Rosto,Payload,Civil Communications,69.38,Sphere,,,,1.0,,0.7853981633974483,0.7853981633974483,0.7853981633974483,0,
23464,23467,1995-003A,USA 108 (UFO F4),Payload,Defense Communications,1349.85,Hex Poly + 2 Pan,,3.39,7.04,,18.31,123.43521087745626,18.743998408378143,58.81043193054599,0,
23610,23613,1995-035B,TDRS 7,Payload,Civil Communications,2205.15,Hex Cyl + 2 Pan,,1.3,,2.4,17.4,33.671884173236606,2.701999259807449,13.873414872174386,0,
23709,23712,1995-060A,USA 115 (Milstar DFS-2),Payload,Defense Communications,4500.0,Box + 1 Truss + 2 Dish + 2 Pan,,15.5,4.0,,35.0,188.32962483950456,16.0,103.19133333333333,0,
23799,23802,1996-013A,Polar,Payload,Civil Science,1246.78,Cyl,,1.8,,2.4,2.4,6.255238739336725,4.32,5.654866776461628,0,
23836,23839,1996-020A,Inmarsat-3 F1,Payload,Civil Communications,1090.19,Hex Poly + 2 Pan,,1.8,1.7,,16.68,25.577146358999563,2.2698006922186256,10.282095269948922,0,
23890,23893,1996-029A,USA 119 (NOSS-2 4A),Payload,Defense Sigint,3000.0,Cyl,,1.0,,1.0,1.0,1.2715542753135176,0.7853981633974483,1.1780972450961724,0,
24275,24278,1996-046B,Fuji 3,Payload,Amateur Communications,49.55,Poly + 1 Ant,,0.5,0.5,,0.5,0.3774917217635375,0.15707963267948966,0.24788748161074903,0,
24304,24307,1996-053A,Inmarsat-3 F2,Payload,Civil Communications,1298.32,Hex Poly + 2 Pan,,1.8,1.7,,16.68,25.577146358999563,2.2698006922186256,10.282095269948922,0,
24671,24674,1996-070A,Inmarsat-3 F3,Payload,Civil Communications,1090.19,Hex Poly + 2 Pan,,1.8,1.7,,16.68,25.577146358999563,2.2698006922186256,10.282095269948922,0,
24873,24876,1997-035A,Navstar 43 (USA 132) (GPS IIR-2),Payload,Defense Navigation,1065.41,Box + 2 Pan,,1.5,1.9,,19.3,31.8594215621496,2.8499999999999996,13.539133333333334,0,
24917,24920,1997-047A,FORTE,Payload,Civil Science,212.0,Cyl + 2 Ant,,2.1,,0.4,11.0,1.9910305808607602,0.12566370614359174,1.2198996436589857,0,
24933,24936,1997-050A,AMC 3 (GE 3),Payload,Commercial Communications,1585.73,Box + 2 Pan,,2.6,1.8,,22.0,36.457731854076535,3.24,16.07293333333333,0,
25016,25019,1997-065A,"USA 134 (DSCS III F10, DSCS 3-10, DSCS III B-13)",Payload,Defense Communications,1159.56,Hex Poly + 2 Pan,,2.1,1.93,,9.5,18.52419053510544,2.9255296188391546,8.438665689991964,0,
25115,25118,1997-084G,Orbcomm FM06,Payload,Commercial Communications,42.0,Cyl + 2 Pan,,0.2,,1.04,4.3,2.1062,0.425,1.4836731617647,0,
25150,25153,1998-006B,Inmarsat-3 F5,Payload,Civil Communications,1138.75,Hex Poly + 2 Pan,,3.2,7.59,,20.68,146.55359134831193,19.075750592597224,67.8166389380241,0,
25156,25159,1998-007C,Orbcomm FM04,Payload,Commercial Communications,42.0,Cyl + 2 Pan,,0.2,,1.04,4.3,2.1062,0.425,1.4836731617647,0,
25394,25397,1998-043D,Gurwin Techsat 1B,Payload,Amateur Communications,49.55,Box,,0.5,0.5,,0.5,0.4330127018922193,0.25,0.375,0,
25395,25398,1998-043E,WESTPAC,Payload,Civil Geodetic,23.79,Sphere,,0.25,0.25,,0.25,0.0491,0.0491,0.0491,0,
25414,25416,1998-046D,Orbcomm FM20,Payload,Commercial Communications,42.0,Cyl + 2 Pan,,0.2,,1.04,4.3,2.1062,0.425,1.4836731617647,0,
25415,25415,1998-046C,Orbcomm FM19,Payload,Commercial Communications,42.0,Cyl + 2 Pan,,0.2,,1.04,4.3,2.1062,0.425,1.4836731617647,0,
25478,25481,1998-053G,Orbcomm FM27,Payload,Commercial Communications,42.0,Cyl + 2 Pan,,0.2,,1.04,4.3,2.1062,0.425,1.4836731617647,0,
25501,25504,1998-060A,SCD-2,Payload,Civil Imaging,113.97,Poly,,0.72,1.0,,1.0,1.4271650219929017,0.5654866776461628,0.9319102311150942,0,
25557,25560,1998-071A,SWAS,Payload,Civil Astronomy,281.47,Box + 4 Pan,,1.7,1.0,,2.0,4.2042882513927005,1.0,2.750666666666667,0,
25754,25757,1999-029B,DLR-TUBSAT,Payload,Civil Imaging,45.0,Box,,0.3,0.3,,0.3,0.15588457268119896,0.09,0.135,0,
25864,25867,1999-040B,Chandra X-ray Observatory,Payload,Civil Astronomy,5563.0,Cyl + 2 Pan,,14.0,,4.3,19.5,114.2150684169946,14.522012041218817,72.04490879046912,0,
25921,25924,1999-053A,ABS-6 (LMI 1),Payload,Commercial Communications,2600.0,Box + 2 Pan,,4.1,1.8,,21.0,38.576920308659155,3.24,18.2896,0,
25930,25933,1999-055A,Navstar 46 (USA 145) (GPS IIR-3),Payload,Defense Navigation,2032.0,Box + 2 Pan,,1.5,1.9,,19.3,31.8594215621496,2.8499999999999996,13.539133333333334,0,
48131,25160,1998-007D,Celestis 2 (incl. Orion 38),Rocket Body,,350.65999999999997,,,,,,,,,,0,
25727,25730,1999-025A,Fengyun 1C,Payload,Civil Imaging,958.0,Box + 2 Pan,,1.4,1.4,,8.6,11.45917211481176,1.9599999999999997,5.659466666666665,0,
44371,25544,1998-067A,International Space Station,Payload,Civil Spaceship,450000.0,Irr,,20.0,108.5,,108.5,8319.848402465035,1456.0,5762.4,0,
24943,24946,1997-051C,Iridium 33,Payload,Commercial Communications,662.0,Box + 2 Pan,,4.06,8.37,,8.37,6.7413,3.85,5.66648161764705,0,
25964,25967,1999-063A,USA 146 (UFO F10),Payload,Defense Communications,3205.0,Box + 2 Pan,,6.7,3.4,,26.2,96.24348491626165,11.559999999999999,49.32613333333334,0,
25979,25982,1999-065C,Orbcomm FM32,Payload,Commercial Communications,44.0,Cyl + 2 Pan,,0.2,,1.0,4.3,2.1062,0.425,1.4836731617647,0,
25986,25989,1999-066A,XMM,Payload,Civil Astronomy,3764.0,Cyl + 2 Pan,,10.0,,3.0,10.0,30.821500162719445,7.0685834705770345,27.096236637211963,0,
25991,25994,1999-068A,Terra,Payload,Civil Imaging,5190.0,Box + 1 Pan,,6.8,3.5,,10.0,44.77828761356242,12.25,32.931666666666665,0,
26104,26107,2000-016A,Asiastar,Payload,Commercial Communications,2777.0,Box + 2 Pan,,3.0,1.7,,28.0,43.5389257603981,2.8899999999999997,18.5644,0,
26110,26113,2000-017A,IMAGE,Payload,Civil Science,494.0,Oct Cyl + 4 Ant,,1.52,,2.25,500.0,250.06430874326293,3.1596680011886003,112.28325205058901,0,
26353,26356,2000-024A,DSP 20,Payload,Defense Classified,2386.0,Cyl + 1 Pan,,10.0,,3.3,11.5,38.050489968048105,8.55298599939821,31.5284323918149,0,
26385,26388,2000-034A,TDRS 8,Payload,Civil Communications,3180.0,Box + 2 Pan + 2 Dish,,8.4,3.4,,21.0,89.88402900510087,11.559999999999999,50.37413333333333,0,
26404,26407,2000-040A,Navstar 48 (USA 151) (GPS IIR-5),Payload,Defense Navigation,2032.0,Box + 2 Pan,,1.5,1.9,,19.3,31.8594215621496,2.8499999999999996,13.539133333333334,0,
26407,26410,2000-041A,Samba (Cluster 2/FM7),Payload,Civil Science,1186.0,Cyl + 4 Ant,,1.3,,2.9,100.0,67.1777306914266,3.77,31.548217019761314,0,
26461,26464,2000-045B,Tango (Cluster 2/FM8),Payload,Civil Science,1186.0,Cyl + 4 Ant,,1.3,,2.9,100.0,67.1777306914266,3.77,31.548217019761314,0,
26551,26554,2000-059A,GE 1A,Payload,Commercial Communications,3593.0,Box + 2 Pan,,6.1,2.5,,27.0,71.45474871172765,6.25,34.80333333333333,0,
26572,26575,2000-065A,"USA 153 (DSCS III F12, DSCS 3-12, DSCS III B-11)",Payload,Defense Communications,2733.0,Hex Poly + 2 Pan,,2.1,1.93,,9.5,18.52419053510544,2.9255296188391546,8.438665689991964,0,
26577,26580,2000-067A,AMC 6 (GE 6),Payload,Commercial Communications,3552.0,Box + 2 Pan,,6.1,2.5,,27.0,71.45474871172765,6.25,34.80333333333333,0,
26602,26605,2000-071A,Navstar 49 (USA 154) (GPS IIR-6),Payload,Defense Navigation,1077.0,Box + 2 Pan,,1.5,1.9,,19.3,31.8594215621496,2.8499999999999996,13.539133333333334,0,
26699,26702,2001-007A,Odin,Payload,Civil Astronomy,250.0,Box + 1 Plate + 1 Ant,,2.0,1.1,,3.8,3.606093234025416,1.2100000000000002,2.9346666666666668,0,
26717,26720,2001-011B,BSAT 2a,Payload,Commercial Communications,1317.0,Box + 2 Pan,,3.8,2.5,,16.1,42.018010921993636,6.25,21.750333333333334,0,
26763,26766,2001-019A,Intelsat 10 (PAS 10),Payload,Commercial Communications,3772.0,Box + 2 Pan,,6.0,2.3,,26.0,63.82904776992646,5.289999999999999,31.072266666666664,0,
26854,26857,2001-026A,ICO F2,Payload,Commercial Communications,2700.0,Box + 1 Pan,,4.7,2.3,,26.4,56.10562392084455,5.289999999999999,26.842799999999997,0,
26877,26880,2001-033A,DSP 21,Payload,Defense Classified,2386.0,Cyl + 1 Pan,,10.0,,3.3,11.5,38.050489968048105,8.55298599939821,31.5284323918149,0,
26897,26900,2001-039A,Intelsat 902,Payload,Commercial Communications,4723.0,Box + 2 Pan + 2 Dish,,5.6,2.8,,31.0,86.68864534751398,7.839999999999999,40.76493333333333,0,
26928,26931,2001-043C,PCSat,Payload,Amateur Communications,10.0,Box + 1 Ant,,0.2,0.2,,0.7,0.1203114355914474,0.04000000000000001,0.08066666666666668,0,
26955,26958,2001-049B,Proba-1,Payload,Civil Technology,94.0,Box,,0.6,0.8,,0.8,0.9329523031752482,0.48,0.8,0,
26995,26998,2001-055B,TIMED,Payload,Civil Science,587.0,Box + 2 Pan,,2.7,1.6,,11.7,19.552497165201473,2.5600000000000005,9.951533333333334,0,
27001,27004,2001-056D,Maroc-Tubsat,Payload,Civil Imaging,45.0,Box,,0.3,0.4,,0.4,0.23323807579381206,0.12,0.2,0,
27053,27056,2001-058B,Cosmos-2385,Payload,Defense Communications,225.0,Cyl + 1 Arm,,1.6,,0.8,7.0,1.3751588536121522,0.5026548245743669,1.2566370614359172,0,
27054,27057,2001-058C,Cosmos-2386,Payload,Defense Communications,225.0,Cyl + 1 Arm,,1.6,,0.8,7.0,1.3751588536121522,0.5026548245743669,1.2566370614359172,0,
27165,27168,2002-001A,USA 164 (Milstar-2 F3),Payload,Defense Communications,4500.0,Cyl + 1 Truss + 1 Ant,,15.5,,5.0,35.0,89.8918311520857,19.634954084936208,74.60250137243702,0,
27377,27380,2002-007A,Intelsat 904,Payload,Commercial Communications,4680.0,Box + 2 Pan + 2 Dish,,5.6,2.8,,31.0,86.68864534751398,7.839999999999999,40.76493333333333,0,
27421,27424,2002-022A,Aqua,Payload,Civil Imaging,3078.0,Box + 1 Pan,,6.7,2.5,,17.0,45.09899166359648,6.25,26.782666666666668,0,
27423,27426,2002-023A,DirecTV 5,Payload,Commercial Communications,3640.0,Box + 2 Pan,,5.6,2.8,,31.0,86.68864534751398,7.839999999999999,40.76493333333333,0,
27435,27438,2002-027A,Intelsat 905,Payload,Commercial Communications,4723.0,Box + 2 Pan + 2 Dish,,5.6,2.8,,31.0,86.68864534751398,7.839999999999999,40.76493333333333,0,
43131,26715,2001-009A,USA 157 (Milstar-2 F2),Payload,Defense Communications,4500.0,Cyl + 1 Truss + 1 Ant,,15.5,,5.0,35.0,89.8918311520857,19.634954084936208,74.60250137243702,0,
27442,27445,2002-030A,Galaxy 3C,Payload,Commercial Communications,4850.0,Box + 2 Pan,,7.0,3.3,,47.8,151.91647720919394,10.889999999999999,67.87093333333333,0,
27461,27464,2002-036A,Cosmos-2390,Payload,Defense Communications,225.0,Cyl + 1 Arm,,1.6,,0.8,7.0,1.3751588536121522,0.5026548245743669,1.2566370614359172,0,
27462,27465,2002-036B,Cosmos-2391,Payload,Defense Communications,225.0,Cyl + 1 Arm,,1.6,,0.8,7.0,1.3751588536121522,0.5026548245743669,1.2566370614359172,0,
27510,27513,2002-041A,Intelsat 906,Payload,Commercial Communications,4723.0,Box + 2 Pan + 2 Dish,,5.6,2.8,,31.0,86.68864534751398,7.839999999999999,40.76493333333333,0,
27603,27606,2002-058B,Latinsat-B,Payload,Commercial Communications,11.0,Box + 1 Ant,,0.2,0.2,,0.2,0.0692820323027551,0.04000000000000001,0.06000000000000001,0,
27604,27607,2002-058C,Saudisat 1C,Payload,Civil Communications,10.0,Box,,0.2,0.2,,0.2,0.0692820323027551,0.04000000000000001,0.06000000000000001,0,
27609,27612,2002-058H,Latinsat-A,Payload,Commercial Communications,11.0,Box + 1 Ant,,0.2,0.2,,0.2,0.0692820323027551,0.04000000000000001,0.06000000000000001,0,
27629,27632,2002-062A,Nimiq 2,Payload,Commercial Communications,3600.0,Box + 1 Pan,,4.5,1.8,,21.0,35.66509742321656,3.24,17.6998,0,
27637,27640,2003-001A,Coriolis,Payload,Civil Sci/Ast,827.0,Box + 1 Pan + 1 Dish,,4.7,1.3,,10.0,14.316825930523944,1.6900000000000002,8.813466666666667,0,
27648,27651,2003-004A,SORCE,Payload,Civil Astronomy,290.0,Poly + 6 Pan,,1.6,1.2,,4.0,11.138142822602958,1.1309733552923256,4.749860515464706,0,
27660,27663,2003-005A,Navstar 51 (USA 166) (GPS IIR-8),Payload,Defense Navigation,1077.0,Box + 2 Pan,,1.5,1.9,,19.3,31.8594215621496,2.8499999999999996,13.539133333333334,0,
27688,27691,2003-008A,"USA 167 (DSCS III F13, DSCS 3-13, DSCS III A-3)",Payload,Defense Communications,1244.0,Hex Poly + 2 Pan,,2.1,1.93,,9.5,18.52419053510544,2.9255296188391546,8.438665689991964,0,
27701,27704,2003-010A,Navstar 52 (USA 168) (GPS IIR-9),Payload,Defense Navigation,1077.0,Box + 2 Pan,,1.5,1.9,,19.3,31.8594215621496,2.8499999999999996,13.539133333333334,0,
27708,27711,2003-012A,USA 169 (Milstar-2 F4),Payload,Defense Communications,4500.0,Cyl + 1 Truss + 1 Ant,,15.5,,5.0,35.0,89.8918311520857,19.634954084936208,74.60250137243702,0,
27715,27718,2003-014A,Asiasat 4,Payload,Commercial Communications,4137.0,Box + 2 Pan,,5.8,3.4,,26.2,92.20568609308955,11.559999999999999,46.266133333333336,0,
27808,27811,2003-020A,Hellas Sat 2,Payload,Commercial Communications,3250.0,Box + 2 Pan + 2 Dish,,4.8,1.7,,32.0,53.105479517292,2.8899999999999997,23.45106666666667,0,
27822,27825,2003-026A,Thuraya 2,Payload,Commercial Communications,3200.0,Box + 1 Dish + 2 Pan,,12.2,17.0,,40.4,730.0053294953389,207.39999999999998,458.14866666666666,0,
27828,27831,2003-028B,Optus C1 (Defense C1),Payload,Commercial Communications,4725.0,Box + 2 Pan,,8.2,7.8,,24.9,215.71461684412992,60.839999999999996,130.04659999999998,0,
27840,27843,2003-031D,MOST,Payload,Civil Astronomy,60.0,Box,,0.3,0.7,,0.7,0.5729746940310714,0.21,0.45499999999999996,0,
27841,27844,2003-031E,Cute-I,Payload,Amateur Technology,1.0,Box,,0.1,0.1,,0.1,0.017320508075688777,0.010000000000000002,0.015000000000000003,0,
